face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,participant
detected_faces\01510.jpg,White,White,Male,30-39,"[9.4148368e-01 6.1076251e-04 1.4295429e-02 4.5489610e-04 6.4813590e-04
 1.3616763e-03 4.1145455e-02]",[0.9746513  0.00937792 0.00369801 0.01227282],[0.99560934 0.00439064],"[4.7942889e-05 2.3061672e-04 2.7179664e-03 1.9216359e-01 4.7981060e-01
 2.8024641e-01 4.1346114e-02 3.2145772e-03 2.2225852e-04]",01510
detected_faces\01509.jpg,White,White,Male,20-29,"[0.8260803  0.00212134 0.02848725 0.00100418 0.00104447 0.00334254
 0.13791992]",[9.9807101e-01 5.1814469e-04 1.1899406e-03 2.2090702e-04],[9.9968147e-01 3.1852763e-04],"[1.8672639e-05 5.2360084e-04 1.0185298e-02 4.6787694e-01 4.5166257e-01
 6.7307711e-02 2.3293754e-03 8.8529028e-05 7.2216712e-06]",01509
detected_faces\01508.jpg,Black,Black,Male,30-39,"[0.05720285 0.5733246  0.300984   0.01139486 0.0223337  0.00382148
 0.03093847]",[0.1373018  0.5782484  0.27663094 0.00781884],[9.9945813e-01 5.4186076e-04],"[0.00096493 0.01131449 0.04484496 0.23248056 0.391908   0.22957909
 0.08015141 0.00821748 0.0005391 ]",01508
detected_faces\01506.jpg,White,White,Female,20-29,"[8.9560634e-01 1.5043115e-04 2.0549383e-02 5.9404809e-02 1.8942684e-02
 5.2271859e-04 4.8236721e-03]",[9.0807694e-01 4.4965454e-05 8.8622995e-02 3.2551638e-03],[2.5389329e-04 9.9974614e-01],"[1.5859814e-04 9.6915342e-02 2.2269543e-01 5.2583951e-01 1.3328576e-01
 2.0006329e-02 9.0428180e-04 1.4525150e-04 4.9443799e-05]",01506
detected_faces\01499.jpg,Black,Black,Female,30-39,"[1.4762856e-03 9.2247552e-01 3.2421190e-02 8.2764206e-03 3.0487940e-02
 4.3018777e-03 5.6078908e-04]",[0.00640028 0.8349398  0.15357518 0.00508477],[0.18317972 0.8168203 ],"[5.0763893e-03 1.5883394e-02 2.0943264e-02 4.2346153e-01 4.5683149e-01
 6.6175014e-02 1.0084184e-02 1.2814208e-03 2.6324033e-04]",01499
detected_faces\01497.jpg,East Asian,Asian,Male,20-29,"[0.36302215 0.00505154 0.06855991 0.42130578 0.13308296 0.00346032
 0.00551732]",[0.00676817 0.04131267 0.944623   0.0072962 ],[0.55474734 0.44525272],"[0.11054567 0.2498883  0.0185569  0.46441033 0.12408739 0.02178007
 0.00567539 0.00293488 0.00212104]",01497
detected_faces\01496.jpg,East Asian,Asian,Female,20-29,"[5.8145989e-03 6.2845909e-05 5.7938471e-03 7.6983356e-01 2.1684010e-01
 6.7972770e-04 9.7534328e-04]",[6.77773030e-04 1.07070606e-04 9.99121726e-01 9.35088974e-05],[0.00463071 0.9953693 ],"[1.6377062e-06 6.5049948e-04 1.5505299e-01 7.3222643e-01 1.0626868e-01
 5.6974217e-03 9.1015521e-05 1.0836598e-05 5.5291531e-07]",01496
detected_faces\01492.jpg,White,White,Female,20-29,"[7.6426983e-01 2.3019854e-03 7.4527763e-02 4.9128152e-02 1.5576041e-02
 7.4847549e-04 9.3447737e-02]",[0.6802819  0.06296285 0.23021165 0.02654367],[0.3874449 0.6125551],"[0.00740654 0.15990427 0.20990181 0.3583111  0.1967067  0.05653889
 0.00871635 0.00200099 0.00051342]",01492
detected_faces\01491.jpg,East Asian,Asian,Female,20-29,"[0.03327707 0.00237531 0.06155983 0.6280927  0.25784656 0.00753433
 0.0093143 ]",[0.00232905 0.00144499 0.9652512  0.03097473],[0.00757682 0.9924232 ],"[9.4762305e-05 2.7226217e-02 1.1453180e-01 6.4952934e-01 1.7876308e-01
 2.6915370e-02 2.0878951e-03 6.8699836e-04 1.6454118e-04]",01491
detected_faces\01488.jpg,Middle Eastern,Asian,Male,20-29,"[0.3275884  0.00165816 0.11118454 0.11180695 0.03015013 0.00807954
 0.40953222]",[0.05298671 0.01190745 0.91459197 0.02051394],[0.6997789  0.30022112],"[1.3882513e-04 1.1243228e-02 2.5707552e-01 5.9378284e-01 1.2521638e-01
 1.1687615e-02 6.8480149e-04 1.4508201e-04 2.5693822e-05]",01488
detected_faces\01487.jpg,Black,Indian,Male,19-Oct,"[0.00125511 0.5218228  0.10241854 0.00289589 0.04358769 0.32480937
 0.00321058]",[0.00105025 0.33317268 0.02108498 0.6446921 ],[0.860548   0.13945198],"[3.5998618e-04 4.2128768e-02 4.0319335e-01 3.7214100e-01 1.4818846e-01
 2.9153481e-02 4.0388983e-03 6.9859519e-04 9.7449971e-05]",01487
detected_faces\01486.jpg,White,White,Male,40-49,"[9.42632854e-01 1.44735328e-04 6.25887373e-03 1.19120702e-02
 2.08007288e-03 1.21250916e-04 3.68501320e-02]",[0.9795198  0.00481848 0.01335514 0.00230655],[0.93713516 0.06286484],"[1.62730896e-04 2.50598509e-03 5.55926561e-02 1.09574206e-01
 2.73583353e-01 4.27052826e-01 1.15038276e-01 1.57293566e-02
 7.60540599e-04]",01486
detected_faces\01485.jpg,Black,Black,Female,20-29,"[4.5777025e-04 9.8410183e-01 6.2266910e-03 5.3401862e-04 6.8047601e-03
 1.8379556e-03 3.7100650e-05]",[1.3055687e-04 9.9567658e-01 1.2925502e-03 2.9003273e-03],[0.1757955  0.82420456],"[4.1259232e-04 5.8863466e-03 5.5470832e-02 5.9901047e-01 3.2605949e-01
 1.2697141e-02 4.5253552e-04 9.3091394e-06 1.3367811e-06]",01485
detected_faces\01483.jpg,Black,Black,Male,30-39,"[0.02833613 0.5097729  0.2581693  0.05874586 0.09913854 0.03609737
 0.00973987]",[0.04233871 0.70275337 0.2306812  0.02422672],[0.55284196 0.44715807],"[0.04235353 0.03579874 0.02847204 0.21292931 0.34088662 0.23369034
 0.07992131 0.02174562 0.0042025 ]",01483
detected_faces\01482.jpg,Black,Black,Female,20-29,"[5.2468232e-03 8.5590112e-01 1.2449788e-01 7.6276762e-04 1.1325627e-02
 1.4269889e-03 8.3881646e-04]",[0.00151699 0.9774856  0.01635338 0.00464405],[0.10654477 0.8934552 ],"[2.4356263e-05 2.2832437e-03 1.3295588e-01 4.8185605e-01 3.4067649e-01
 4.0747650e-02 1.4046832e-03 4.7073798e-05 4.5533570e-06]",01482
detected_faces\01481.jpg,White,White,Male,50-59,"[0.75072944 0.0042206  0.0779768  0.00102669 0.00120464 0.00613412
 0.15870772]",[0.8444185  0.01465822 0.00255181 0.13837148],[9.9916673e-01 8.3325186e-04],"[3.0599010e-06 3.0030392e-06 1.2343451e-04 6.0799569e-03 7.1519040e-02
 4.1304952e-01 4.4455776e-01 6.2969804e-02 1.6943618e-03]",01481
detected_faces\01480.jpg,Black,Black,Female,30-39,"[4.0443269e-05 9.9734741e-01 1.2442014e-03 1.6836094e-04 6.2411424e-04
 5.5116852e-04 2.4242872e-05]",[2.4012234e-05 9.9513519e-01 3.2430484e-03 1.5977797e-03],[0.39815262 0.60184735],"[0.00089336 0.00333294 0.00563493 0.1356199  0.44649282 0.27786404
 0.10402919 0.02192057 0.00421222]",01480
detected_faces\01479.jpg,Black,Black,Female,20-29,"[0.14109088 0.2875153  0.15293323 0.13171296 0.19745971 0.05368901
 0.0355989 ]",[0.00772687 0.9272131  0.03133284 0.03372725],[0.24852276 0.75147724],"[2.6694523e-02 1.3902479e-01 4.9314372e-02 4.5523763e-01 2.7184495e-01
 5.1646091e-02 4.7177477e-03 1.1565405e-03 3.6337832e-04]",01479
detected_faces\01478.jpg,Latino_Hispanic,White,Male,30-39,"[0.13884966 0.04032789 0.44840887 0.00505666 0.04100858 0.01029315
 0.31605524]",[0.35904795 0.3253021  0.29488945 0.02076046],[0.52378285 0.4762171 ],"[9.3743461e-04 3.4551315e-03 1.2315082e-02 1.6216786e-01 5.0897306e-01
 2.5863150e-01 4.7955133e-02 5.1296353e-03 4.3514758e-04]",01478
detected_faces\01477.jpg,White,Asian,Male,20-29,"[7.8644830e-01 1.8208712e-02 8.1339926e-02 1.2037666e-02 2.6083130e-02
 7.7270402e-04 7.5109519e-02]",[0.19589472 0.1295096  0.6377251  0.03687062],[0.7062583 0.2937417],"[4.3658327e-04 4.4808942e-03 3.1315282e-02 4.5218515e-01 3.8398343e-01
 1.0966463e-01 1.5233682e-02 2.3071535e-03 3.9317517e-04]",01477
detected_faces\01475.jpg,White,White,Male,40-49,"[0.7404317  0.02271777 0.08823832 0.0960145  0.03066947 0.00152116
 0.02040711]",[0.59717953 0.11665893 0.28038433 0.00577727],[0.7985261 0.2014739],"[0.00069422 0.00056983 0.00120002 0.04541438 0.22819218 0.39603317
 0.22006781 0.09210517 0.01572326]",01475
detected_faces\01474.jpg,Indian,Indian,Female,20-29,"[0.04905482 0.0301375  0.23295155 0.00242924 0.00837548 0.57698834
 0.10006306]",[0.17725691 0.14562666 0.06702217 0.61009425],[0.00706278 0.9929372 ],"[8.2775682e-07 1.6219671e-04 1.8857220e-02 6.5296394e-01 3.0623642e-01
 2.1256577e-02 5.0179946e-04 1.9873904e-05 1.2407758e-06]",01474
detected_faces\01473.jpg,Latino_Hispanic,Black,Male,9-Mar,"[0.04759709 0.134316   0.39759508 0.09989809 0.13496172 0.10276678
 0.0828652 ]",[0.01192011 0.7451862  0.19041239 0.05248128],[0.9760953  0.02390469],"[0.00473379 0.2343988  0.2041152  0.23174709 0.18351941 0.10510236
 0.02775792 0.00757512 0.00105031]",01473
detected_faces\01472.jpg,White,White,Male,30-39,"[9.4872874e-01 1.9418243e-05 6.6530393e-03 4.5255730e-03 1.2457771e-03
 1.6229737e-04 3.8665045e-02]",[8.6982256e-01 8.2485742e-05 1.3000914e-01 8.5773572e-05],[0.94937414 0.05062583],"[2.2643493e-05 3.6748792e-05 3.1107410e-03 1.0159450e-01 4.2503387e-01
 3.7647212e-01 8.0165632e-02 1.2921133e-02 6.4260623e-04]",01472
detected_faces\01471.jpg,White,White,Female,20-29,"[9.9437767e-01 1.1082082e-05 3.1983096e-04 1.8847873e-03 4.3595044e-04
 1.7786659e-05 2.9528199e-03]",[9.9102432e-01 9.5430287e-06 8.7174671e-03 2.4870338e-04],[0.00885067 0.99114937],"[3.8501446e-04 1.4218393e-02 8.9584775e-02 6.2157321e-01 2.3657557e-01
 3.6578454e-02 1.0045217e-03 6.4977387e-05 1.5062105e-05]",01471
detected_faces\01470.jpg,White,White,Male,20-29,"[5.0293392e-01 2.5697307e-05 2.3667635e-02 1.6291095e-03 4.2582476e-03
 6.8225856e-03 4.6066281e-01]",[9.9478751e-01 6.0165872e-05 4.1512391e-03 1.0010833e-03],[9.9988860e-01 1.1141129e-04],"[1.4001820e-05 1.0645732e-03 1.4741921e-01 7.2321016e-01 1.2448529e-01
 3.7856502e-03 1.9512503e-05 1.5082798e-06 4.8181523e-08]",01470
detected_faces\01467.jpg,White,White,Female,20-29,"[7.8157002e-01 4.8065925e-04 6.4177334e-02 1.3219333e-01 1.4891637e-02
 2.0674260e-04 6.4803720e-03]",[0.9652152  0.00146841 0.03165561 0.00166078],[8.5153646e-04 9.9914849e-01],"[5.5431865e-06 6.1675953e-03 1.4386153e-01 7.5301051e-01 9.2096217e-02
 4.7742985e-03 7.5038777e-05 8.2534698e-06 1.0809979e-06]",01467
detected_faces\01462.jpg,White,White,Male,20-29,"[0.62949926 0.00099805 0.11025035 0.09849907 0.07361563 0.00370422
 0.08343351]",[0.71131396 0.00101258 0.24759571 0.04007779],[0.9981282  0.00187179],"[5.2899483e-04 1.7356988e-02 9.4973788e-02 5.1766706e-01 3.3582264e-01
 3.2718901e-02 8.4600394e-04 8.0637648e-05 4.9371301e-06]",01462
detected_faces\01460.jpg,White,White,Female,20-29,"[0.48810583 0.02288535 0.3473375  0.01607714 0.00389611 0.00137005
 0.12032797]",[0.47530335 0.1953845  0.13015406 0.19915809],[0.0882517  0.91174835],"[5.0033756e-05 3.2683227e-03 6.2820584e-02 5.7062417e-01 3.3150944e-01
 3.0504797e-02 1.1416560e-03 7.5263859e-05 5.6705971e-06]",01460
detected_faces\01459.jpg,White,Asian,Female,20-29,"[0.45851386 0.01305142 0.10221709 0.32907254 0.06316878 0.00136843
 0.03260789]",[0.1390338  0.0124821  0.83481383 0.01367027],[0.44047397 0.559526  ],"[1.17998476e-04 8.86614062e-03 6.90049231e-02 6.03151321e-01
 2.34212965e-01 6.73423931e-02 9.56698693e-03 5.30883763e-03
 2.42839847e-03]",01459
detected_faces\01457.jpg,Latino_Hispanic,White,Male,20-29,"[0.14790796 0.04230951 0.53728855 0.04091287 0.03141627 0.08756311
 0.11260173]",[0.5160334  0.02734178 0.3621842  0.09444064],[0.9946209  0.00537907],"[2.5960559e-04 4.2727641e-03 2.1527853e-02 6.2962526e-01 2.8259003e-01
 5.3687185e-02 6.3035460e-03 1.5194890e-03 2.1430495e-04]",01457
detected_faces\01456.jpg,White,Asian,Female,20-29,"[4.2342162e-01 2.9036595e-04 1.5567634e-01 2.5535268e-01 1.2133888e-01
 4.4444567e-03 3.9475676e-02]",[7.3184609e-02 2.9550886e-04 9.1778284e-01 8.7370034e-03],[0.00716415 0.9928358 ],"[3.3962185e-04 1.7945932e-02 9.1013849e-02 4.6451062e-01 3.0836406e-01
 1.0246982e-01 1.2270793e-02 2.6632771e-03 4.2205016e-04]",01456
detected_faces\01454.jpg,East Asian,White,Male,20-29,"[0.35764027 0.0022964  0.0528509  0.46775496 0.08835033 0.00365036
 0.02745676]",[0.6665435  0.00251693 0.32634506 0.00459452],[0.66444683 0.33555317],"[2.4712109e-04 4.9398351e-03 8.2424231e-02 6.3972187e-01 2.3256297e-01
 3.3471700e-02 4.8380918e-03 1.5949100e-03 1.9922823e-04]",01454
detected_faces\01451.jpg,White,White,Female,20-29,"[8.6880720e-01 2.2335015e-03 8.1429690e-02 1.4268972e-02 1.8039513e-02
 2.9693698e-04 1.4924222e-02]",[9.85689282e-01 9.67656961e-04 1.32296961e-02 1.13387796e-04],[0.26176023 0.73823977],"[1.0189963e-05 2.8807850e-04 3.7196595e-02 4.3510726e-01 4.3308565e-01
 8.5467808e-02 7.9903994e-03 8.0431503e-04 4.9661801e-05]",01451
detected_faces\01448.jpg,White,White,Male,30-39,"[0.68749905 0.02563242 0.21140523 0.01876892 0.01755698 0.00329412
 0.03584334]",[0.72119856 0.0740851  0.1349911  0.06972527],[0.99649864 0.00350135],"[8.7373573e-06 1.6467289e-05 9.6984563e-04 4.6553987e-01 4.6727398e-01
 6.1595902e-02 4.2729848e-03 2.9793641e-04 2.4309436e-05]",01448
detected_faces\01446.jpg,White,White,Male,30-39,"[0.6917176  0.02826566 0.0912808  0.0617425  0.03872392 0.01603951
 0.07223004]",[0.5604168  0.08697158 0.34076095 0.01185065],[0.66547275 0.33452725],"[0.01662916 0.01928451 0.020069   0.2608442  0.4407469  0.21075946
 0.0263264  0.00470476 0.00063555]",01446
detected_faces\01445.jpg,White,White,Male,40-49,"[9.63047326e-01 1.08204644e-04 1.27349533e-02 8.56626779e-04
 4.67875798e-04 4.61915799e-04 2.23230831e-02]",[0.94293344 0.00336182 0.04665086 0.00705387],[0.99170536 0.00829464],"[6.8321082e-05 6.7019027e-05 3.9450827e-04 1.5336684e-02 3.1270543e-01
 6.1201441e-01 5.7203442e-02 2.1273624e-03 8.2825522e-05]",01445
detected_faces\01443.jpg,White,White,Male,50-59,"[0.87068623 0.02728793 0.0530693  0.00263427 0.00265694 0.02889279
 0.01477254]",[0.90294415 0.01388967 0.00333581 0.0798303 ],[0.981906   0.01809399],"[1.0342177e-04 2.8434617e-04 1.0067039e-03 2.3087416e-02 1.1284010e-01
 4.0438980e-01 4.0866286e-01 4.6124902e-02 3.5004378e-03]",01443
detected_faces\01440.jpg,East Asian,Asian,Male,20-29,"[1.8994518e-01 3.9048307e-04 2.1682717e-02 6.2662357e-01 1.4854646e-01
 3.2708669e-04 1.2484536e-02]",[0.03609324 0.01596809 0.9430087  0.0049299 ],[0.574562 0.425438],"[2.1454256e-02 2.8391739e-02 4.6421066e-02 6.0704756e-01 2.6243806e-01
 3.2174591e-02 1.8270261e-03 2.2082923e-04 2.4914769e-05]",01440
detected_faces\01438.jpg,White,White,Male,40-49,"[0.9207298  0.00108869 0.0432099  0.00414156 0.00269602 0.00429687
 0.02383712]",[9.8267883e-01 2.6685352e-04 1.4380995e-02 2.6732176e-03],[0.8770729  0.12292711],"[1.12376474e-04 1.22065481e-03 3.82474735e-02 1.67074189e-01
 3.23181599e-01 3.29024076e-01 1.24576673e-01 1.59772877e-02
 5.85662609e-04]",01438
detected_faces\01435.jpg,White,White,Female,30-39,"[9.8803627e-01 3.5993999e-06 3.5055564e-03 1.2850782e-03 4.6958152e-04
 3.1344582e-05 6.6685253e-03]",[8.4820598e-01 5.1911784e-06 1.5171695e-01 7.1813549e-05],[0.00698658 0.99301344],"[2.09958198e-05 1.95308414e-04 1.47389285e-02 2.92507410e-01
 4.63480532e-01 2.07141221e-01 1.97599344e-02 2.04752362e-03
 1.08114800e-04]",01435
detected_faces\01434.jpg,Latino_Hispanic,Black,Male,20-29,"[0.13624838 0.20078057 0.2683227  0.06313822 0.12155411 0.07270731
 0.13724875]",[0.00469771 0.6379023  0.3502879  0.00711207],[0.87982136 0.12017865],"[1.8754979e-03 2.6448430e-02 3.8549699e-02 6.7115349e-01 2.4107349e-01
 2.0109570e-02 6.9886632e-04 7.5681979e-05 1.5314532e-05]",01434
detected_faces\01432.jpg,White,Asian,Female,20-29,"[0.66575074 0.00449454 0.09319662 0.20118456 0.02324377 0.00243303
 0.00969677]",[0.18597482 0.09510849 0.715584   0.0033327 ],[0.08301101 0.91698897],"[0.00271805 0.0169594  0.03478084 0.52127904 0.29504532 0.1023156
 0.01804633 0.0076929  0.00116256]",01432
detected_faces\01431.jpg,White,White,Male,20-29,"[9.0030700e-01 8.9920656e-04 5.1001817e-02 6.2821503e-04 1.0911892e-03
 1.6668653e-04 4.5905899e-02]",[8.3459491e-01 2.1312077e-02 1.4338423e-01 7.0872245e-04],[0.97908115 0.02091888],"[8.6196942e-06 8.2902814e-05 1.8390251e-02 6.7479801e-01 2.7982739e-01
 2.5340369e-02 1.4470363e-03 9.9684330e-05 5.8340820e-06]",01431
detected_faces\01430.jpg,White,Asian,Male,9-Mar,"[0.29836175 0.04122752 0.20974536 0.2289293  0.08769033 0.02423142
 0.10981438]",[0.05275052 0.0058109  0.9403001  0.00113848],[0.8907243  0.10927573],"[0.01253234 0.3256217  0.14828323 0.27764505 0.16573809 0.05524518
 0.01015953 0.0032744  0.00150052]",01430
detected_faces\01428.jpg,Black,Black,Male,30-39,"[7.2270283e-04 9.3515062e-01 3.1695154e-02 3.9390549e-03 1.9107895e-02
 7.5005684e-03 1.8839778e-03]",[0.0012203  0.6351635  0.3436114  0.02000481],[0.9960167  0.00398332],"[0.00095278 0.00166114 0.00478224 0.08925483 0.43168443 0.40509212
 0.05975359 0.00590403 0.00091483]",01428
detected_faces\01425.jpg,White,Asian,Male,20-29,"[0.43744785 0.004252   0.04156571 0.31097415 0.07513165 0.00297662
 0.12765199]",[1.2543270e-01 1.8980718e-03 8.7237650e-01 2.9266591e-04],[0.5540369  0.44596305],"[5.2932178e-04 2.8120443e-02 3.0091971e-01 5.1605260e-01 1.3581297e-01
 1.6616911e-02 1.5777805e-03 3.3039445e-04 3.9764793e-05]",01425
detected_faces\01424.jpg,White,White,Female,20-29,"[6.7109483e-01 5.1064155e-05 7.7751335e-03 6.2119374e-03 3.0209064e-03
 1.5363006e-04 3.1169242e-01]",[9.8607671e-01 3.0664471e-04 1.2717123e-02 8.9953095e-04],[0.0032888 0.9967112],"[5.0261815e-07 1.7148902e-04 6.2670417e-02 6.0257429e-01 3.1261399e-01
 2.1421542e-02 5.2586774e-04 2.1101016e-05 7.3912719e-07]",01424
detected_faces\01423.jpg,White,White,Female,30-39,"[8.4462696e-01 4.6895846e-04 9.0537928e-02 4.7191387e-04 6.5333862e-04
 4.8778055e-04 6.2753081e-02]",[9.6165568e-01 3.4781182e-03 3.4215592e-02 6.5054145e-04],[0.00211111 0.99788886],"[1.4250004e-06 2.9620784e-05 2.6665491e-03 1.4355294e-01 5.5921894e-01
 2.6744774e-01 2.5457423e-02 1.6049868e-03 2.0350737e-05]",01423
detected_faces\01421.jpg,White,White,Male,20-29,"[0.5686854  0.00676425 0.1556428  0.03502049 0.02330911 0.00161331
 0.20896462]",[7.3651439e-01 6.6690106e-04 2.5569546e-01 7.1231970e-03],[0.95831424 0.04168573],"[6.7897017e-05 1.9894901e-03 3.3228479e-02 5.9774518e-01 3.2701290e-01
 3.7230492e-02 2.4645049e-03 2.3363263e-04 2.7504339e-05]",01421
detected_faces\01420.jpg,White,White,Female,20-29,"[9.5006877e-01 5.7641778e-04 1.0920905e-02 1.6373208e-02 5.1531526e-03
 4.0677981e-04 1.6500771e-02]",[0.9803465  0.00342136 0.01345087 0.00278122],[0.04638904 0.95361096],"[3.1652504e-05 5.1274238e-04 1.9134022e-02 6.7759174e-01 2.6451924e-01
 3.5339784e-02 2.5252961e-03 3.0623621e-04 3.9211147e-05]",01420
detected_faces\01415.jpg,White,White,Female,20-29,"[9.9157977e-01 2.5935347e-05 2.3387664e-03 1.2115794e-04 1.0691169e-04
 2.6954147e-05 5.8005024e-03]",[9.9949634e-01 4.8931688e-05 3.1945872e-04 1.3531020e-04],[0.0052673 0.9947327],"[1.2828398e-06 1.3178004e-03 5.4596521e-02 8.0759698e-01 1.3269556e-01
 3.7753924e-03 1.5680283e-05 7.5647642e-07 1.6542049e-07]",01415
detected_faces\01414.jpg,White,White,Female,20-29,"[9.9744183e-01 4.4778932e-05 1.2834306e-03 1.9736368e-05 1.8544157e-05
 1.9573765e-06 1.1898457e-03]",[9.9953043e-01 2.9551151e-04 1.2439552e-04 4.9699538e-05],[0.01049104 0.989509  ],"[2.0733159e-08 1.9209426e-04 9.2584439e-02 8.4216368e-01 6.4574376e-02
 4.8476184e-04 6.4447011e-07 1.0820009e-08 9.7306185e-10]",01414
detected_faces\01406.jpg,Latino_Hispanic,Black,Female,30-39,"[0.1406268  0.27594677 0.3575013  0.05481274 0.03904452 0.00306117
 0.12900673]",[0.15298274 0.7422015  0.0871459  0.01766988],[0.14071368 0.8592863 ],"[0.00154272 0.01241552 0.03031429 0.24067305 0.3763917  0.24747948
 0.07134113 0.01682571 0.0030164 ]",01406
detected_faces\01405.jpg,Black,Black,Female,20-29,"[0.01850001 0.3851874  0.31309792 0.06708805 0.14444189 0.05970936
 0.01197547]",[0.0067182  0.64401007 0.30256665 0.04670507],[0.49160355 0.50839645],"[0.0098163  0.03942297 0.05163503 0.36719346 0.35730067 0.13136801
 0.03156854 0.00996973 0.00172526]",01405
detected_faces\01404.jpg,White,White,Male,30-39,"[0.6468073  0.00150253 0.08941469 0.03545386 0.01201767 0.00576419
 0.2090398 ]",[0.941456   0.00810301 0.03435943 0.01608153],[9.9957466e-01 4.2530106e-04],"[5.2927359e-04 9.7047240e-03 4.2541079e-02 3.3881366e-01 5.1040792e-01
 9.3773529e-02 4.0269806e-03 1.9720847e-04 5.6743029e-06]",01404
detected_faces\01400.jpg,White,White,Female,20-29,"[0.6925843  0.00237402 0.06270894 0.11050758 0.02981492 0.00567352
 0.09633672]",[0.63020855 0.0456991  0.26452368 0.05956874],[0.07618966 0.92381036],"[1.5078341e-04 8.3821854e-03 5.4035276e-02 7.5644010e-01 1.7548291e-01
 5.3281737e-03 1.6479052e-04 1.4313220e-05 1.5446311e-06]",01400
detected_faces\01396.jpg,White,White,Male,30-39,"[0.8281542  0.02967488 0.09448203 0.01824396 0.00831706 0.00108098
 0.02004689]",[0.6749631  0.11627787 0.20374766 0.00501131],[0.9565391  0.04346093],"[1.2945531e-02 1.3249531e-02 1.3553979e-02 3.9369428e-01 4.5037276e-01
 1.0270401e-01 1.1364628e-02 1.7544032e-03 3.6089640e-04]",01396
detected_faces\01393.jpg,White,White,Male,20-29,"[7.1257281e-01 3.5573833e-03 1.1694414e-02 2.2454251e-01 4.1296169e-02
 2.7151642e-04 6.0650865e-03]",[0.5209196  0.04197976 0.43617615 0.00092444],[0.8887921  0.11120786],"[3.78082320e-02 2.29444414e-01 1.10018946e-01 4.88474697e-01
 1.17758401e-01 1.42532289e-02 1.67270470e-03 3.55971308e-04
 2.13388863e-04]",01393
detected_faces\01392.jpg,White,White,Female,20-29,"[9.8930669e-01 8.0475979e-04 5.6852419e-03 8.0702844e-04 6.0332433e-04
 3.5217215e-04 2.4407925e-03]",[9.3576324e-01 5.1869750e-02 9.0012606e-04 1.1466901e-02],[0.39731154 0.6026885 ],"[2.7630045e-03 2.0578513e-01 1.8784215e-01 4.9210277e-01 1.0255304e-01
 8.4344894e-03 4.4443418e-04 6.0027691e-05 1.4998159e-05]",01392
detected_faces\01391.jpg,White,Asian,Female,20-29,"[6.5239084e-01 4.7959024e-04 5.2346081e-02 1.0436564e-01 3.1291150e-02
 2.9049157e-03 1.5622170e-01]",[0.0208631  0.01629585 0.95009726 0.01274383],[0.39016375 0.6098362 ],"[9.5725081e-05 1.1472521e-02 3.5582903e-01 4.8586762e-01 1.3349625e-01
 1.2181938e-02 9.3196181e-04 1.1322632e-04 1.1732346e-05]",01391
detected_faces\01390.jpg,East Asian,Asian,Female,20-29,"[0.12096358 0.0273344  0.1410654  0.36233345 0.2812581  0.03399445
 0.03305072]",[0.00766015 0.02772335 0.7301334  0.2344831 ],[0.29331455 0.7066855 ],"[1.1474680e-05 9.2286000e-04 4.7515117e-02 7.1770519e-01 2.1218695e-01
 2.0445591e-02 1.0167034e-03 1.7786924e-04 1.8277171e-05]",01390
detected_faces\01389.jpg,East Asian,Asian,Male,19-Oct,"[0.19120927 0.02253954 0.25432357 0.3369798  0.13927671 0.02239712
 0.03327399]",[0.05246596 0.02416108 0.89475405 0.02861891],[0.89470285 0.10529712],"[2.1578199e-03 3.5007811e-01 4.3029350e-01 1.9452637e-01 2.1636136e-02
 1.2133134e-03 7.4656578e-05 1.6627899e-05 3.4900168e-06]",01389
detected_faces\01388.jpg,White,White,Male,19-Oct,"[0.57960427 0.00544099 0.08490498 0.2094534  0.07882397 0.00254176
 0.0392305 ]",[0.5066278  0.07717478 0.40614325 0.01005424],[0.9062158  0.09378418],"[0.00418368 0.14811374 0.3430722  0.20744194 0.19085297 0.0771154
 0.02338676 0.00504775 0.00078551]",01388
detected_faces\01387.jpg,White,White,Male,19-Oct,"[9.0306413e-01 2.0639780e-05 3.6093697e-02 4.6123419e-04 3.2006591e-04
 8.7454129e-04 5.9165616e-02]",[9.9722469e-01 5.7594858e-05 7.5448048e-04 1.9631912e-03],[9.9960876e-01 3.9123208e-04],"[4.6510213e-06 2.6764765e-03 6.3076276e-01 3.3172217e-01 3.2052025e-02
 2.7094544e-03 6.8520734e-05 3.8031478e-06 1.5876748e-07]",01387
detected_faces\01386.jpg,East Asian,White,Female,20-29,"[4.2097402e-01 5.6399539e-04 3.3449845e-03 5.4285133e-01 2.2716025e-02
 8.1036786e-05 9.4686002e-03]",[0.7753316  0.0062076  0.21029295 0.00816784],[0.16293125 0.8370687 ],"[1.0256611e-01 7.6119207e-02 7.1190022e-02 6.8187940e-01 6.5108404e-02
 2.9198923e-03 1.7811776e-04 2.9217506e-05 9.6254407e-06]",01386
detected_faces\01384.jpg,East Asian,Asian,Male,20-29,"[0.05083137 0.09112779 0.31043166 0.40036982 0.12722348 0.01353648
 0.00647948]",[0.01065154 0.25187227 0.70061606 0.03686014],[0.60008526 0.39991474],"[0.00088458 0.09594963 0.22467244 0.35368374 0.21443512 0.0796921
 0.01822777 0.00946069 0.00299392]",01384
